input1_name,input1_qty,input1_href,input1_img,input1_bg,input2_name,input2_qty,input2_href,input2_img,input2_bg,input3_name,input3_qty,input3_href,input3_img,input3_bg,output_name,output_qty,output_href,output_img,output_bg
Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Emeril,1,https://nomansskyrecipes.com/raw/raw21,https://app.nmsassistant.com/assets/images/rawMaterials/21.png,#36611C,Chromatic Metal,20,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Silver,1,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Gold,1,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Indium,1,https://nomansskyrecipes.com/raw/raw22,https://app.nmsassistant.com/assets/images/rawMaterials/22.png,#01387D,Chromatic Metal,30,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Emeril,1,https://nomansskyrecipes.com/raw/raw21,https://app.nmsassistant.com/assets/images/rawMaterials/21.png,#36611C,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06
Ferrite Dust,1,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Oxygen,1,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Chromatic Metal,250,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,Platinum,10,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575
Condensed Carbon,25,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Sodium,10,https://nomansskyrecipes.com/raw/raw12,https://app.nmsassistant.com/assets/images/rawMaterials/12.png,#F26D15,Chromatic Metal,250,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,Warp Cell,1,https://nomansskyrecipes.com/products/prod17,https://app.nmsassistant.com/assets/images/products/17.png,#C01746
Carbon,50,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Sodium Nitrate,5,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15,Chromatic Metal,250,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,Warp Cell,1,https://nomansskyrecipes.com/products/prod17,https://app.nmsassistant.com/assets/images/products/17.png,#C01746
Condensed Carbon,25,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Sodium Nitrate,5,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15,Chromatic Metal,250,https://nomansskyrecipes.com/raw/raw23,https://app.nmsassistant.com/assets/images/rawMaterials/23.png,#260000,Warp Cell,1,https://nomansskyrecipes.com/products/prod17,https://app.nmsassistant.com/assets/images/products/17.png,#C01746
Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Ferrite Dust,20,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Unstable Plasma,1,https://nomansskyrecipes.com/products/prod19,https://app.nmsassistant.com/assets/images/products/19.png,#C01746
Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Ferrite Dust,20,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Unstable Plasma,1,https://nomansskyrecipes.com/products/prod19,https://app.nmsassistant.com/assets/images/products/19.png,#C01746
Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Pure Ferrite,20,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Carbon,20,https://nomansskyrecipes.com/raw/raw1,https://app.nmsassistant.com/assets/images/rawMaterials/1.png,#BB3830,Unstable Plasma,1,https://nomansskyrecipes.com/products/prod19,https://app.nmsassistant.com/assets/images/products/19.png,#C01746
Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Pure Ferrite,20,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Unstable Plasma,1,https://nomansskyrecipes.com/products/prod19,https://app.nmsassistant.com/assets/images/products/19.png,#C01746
Oxygen,10,https://nomansskyrecipes.com/raw/raw3,https://app.nmsassistant.com/assets/images/rawMaterials/3.png,#BB3830,Condensed Carbon,10,https://nomansskyrecipes.com/raw/raw2,https://app.nmsassistant.com/assets/images/rawMaterials/2.png,#BB3830,Di-hydrogen,10,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,Life Support Gel,1,https://nomansskyrecipes.com/products/prod23,https://app.nmsassistant.com/assets/images/products/23.png,#C01746
Di-hydrogen,10,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,Ferrite Dust,20,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Sodium Nitrate,5,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15,Starship Launch Fuel,1,https://nomansskyrecipes.com/products/prod28,https://app.nmsassistant.com/assets/images/products/28.png,#C01746
Di-hydrogen,10,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,Pure Ferrite,20,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Sodium,10,https://nomansskyrecipes.com/raw/raw12,https://app.nmsassistant.com/assets/images/rawMaterials/12.png,#F26D15,Starship Launch Fuel,1,https://nomansskyrecipes.com/products/prod28,https://app.nmsassistant.com/assets/images/products/28.png,#C01746
Di-hydrogen,10,https://nomansskyrecipes.com/raw/raw5,https://app.nmsassistant.com/assets/images/rawMaterials/5.png,#355A7D,Magnetised Ferrite,10,https://nomansskyrecipes.com/raw/raw10,https://app.nmsassistant.com/assets/images/rawMaterials/10.png,#8A7F72,Sodium Nitrate,5,https://nomansskyrecipes.com/raw/raw13,https://app.nmsassistant.com/assets/images/rawMaterials/13.png,#F26D15,Starship Launch Fuel,1,https://nomansskyrecipes.com/products/prod28,https://app.nmsassistant.com/assets/images/products/28.png,#C01746
Ferrite Dust,10,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Silver,10,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Sodium,10,https://nomansskyrecipes.com/raw/raw12,https://app.nmsassistant.com/assets/images/rawMaterials/12.png,#F26D15,Ion Battery,1,https://nomansskyrecipes.com/products/prod20,https://app.nmsassistant.com/assets/images/products/20.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Paraffinium,30,https://nomansskyrecipes.com/raw/raw24,https://app.nmsassistant.com/assets/images/rawMaterials/24.png,#4E404F,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Aronium,1,https://nomansskyrecipes.com/products/prod71,https://app.nmsassistant.com/assets/images/products/71.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Pyrite,30,https://nomansskyrecipes.com/raw/raw25,https://app.nmsassistant.com/assets/images/rawMaterials/25.png,#E57002,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Dirty Bronze,1,https://nomansskyrecipes.com/products/prod72,https://app.nmsassistant.com/assets/images/products/72.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Ammonia,30,https://nomansskyrecipes.com/raw/raw26,https://app.nmsassistant.com/assets/images/rawMaterials/26.png,#00A64D,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Herox,1,https://nomansskyrecipes.com/products/prod74,https://app.nmsassistant.com/assets/images/products/74.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Ferrite Dust,120,https://nomansskyrecipes.com/raw/raw8,https://app.nmsassistant.com/assets/images/rawMaterials/8.png,#8A7F72,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Uranium,30,https://nomansskyrecipes.com/raw/raw27,https://app.nmsassistant.com/assets/images/rawMaterials/27.png,#FFAD00,Pure Ferrite,60,https://nomansskyrecipes.com/raw/raw9,https://app.nmsassistant.com/assets/images/rawMaterials/9.png,#8A7F72,Platinum,5,https://nomansskyrecipes.com/raw/raw34,https://app.nmsassistant.com/assets/images/rawMaterials/34.png,#507575,Lemmium,1,https://nomansskyrecipes.com/products/prod76,https://app.nmsassistant.com/assets/images/products/76.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Tritium,20,https://nomansskyrecipes.com/raw/raw7,https://app.nmsassistant.com/assets/images/rawMaterials/7.png,#DEDCD1,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Silver,20,https://nomansskyrecipes.com/raw/raw32,https://app.nmsassistant.com/assets/images/rawMaterials/32.png,#8A7F72,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Cobalt,60,https://nomansskyrecipes.com/raw/raw14,https://app.nmsassistant.com/assets/images/rawMaterials/14.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
Phosphorus,30,https://nomansskyrecipes.com/raw/raw29,https://app.nmsassistant.com/assets/images/rawMaterials/29.png,#DB2400,Ionised Cobalt,30,https://nomansskyrecipes.com/raw/raw15,https://app.nmsassistant.com/assets/images/rawMaterials/15.png,#005C83,Gold,10,https://nomansskyrecipes.com/raw/raw33,https://app.nmsassistant.com/assets/images/rawMaterials/33.png,#AA6E06,Magno-Gold,1,https://nomansskyrecipes.com/products/prod75,https://app.nmsassistant.com/assets/images/products/75.png,#F3A923
